episode,total_reward,x_pos,time,flag_get,loss,epsilon,steps,truncated,stuck,course,time
178,611.0,692,376,False,21.836551666259766,0.823885,483,False,False,1-1,2025-12-10 22:22:16.329313
179,722.0,898,279,False,32.57581329345703,0.82289,2425,False,False,1-1,2025-12-10 22:22:32.236957
180,588.0,668,376,False,68.26258850097656,0.821895,493,False,False,1-1,2025-12-10 22:22:35.480988
181,575.0,677,356,False,39.5207405090332,0.8209,885,False,False,1-1,2025-12-10 22:22:41.529687
182,970.0,1148,279,False,75.19168853759766,0.819905,2424,False,False,1-1,2025-12-10 22:22:57.206942
183,558.0,673,341,False,38.766361236572266,0.81891,1185,False,False,1-1,2025-12-10 22:23:04.950320
184,945.0,1136,266,False,33.13591766357422,0.817915,2684,False,False,1-1,2025-12-10 22:23:22.429463
185,238.0,304,392,False,37.788516998291016,0.81692,177,False,False,1-1,2025-12-10 22:23:23.537731
186,635.0,721,369,False,45.475311279296875,0.815925,633,False,False,1-1,2025-12-10 22:23:27.506989
187,634.0,722,367,False,47.45393753051758,0.81493,665,False,False,1-1,2025-12-10 22:23:31.680583
188,1022.0,1147,333,False,86.22406005859375,0.813935,1354,False,False,1-1,2025-12-10 22:23:40.307170
189,737.0,892,300,False,53.86984634399414,0.81294,2001,False,False,1-1,2025-12-10 22:23:52.839766
190,239.0,305,392,False,43.86004638671875,0.811945,159,False,False,1-1,2025-12-10 22:23:53.842269
191,611.0,682,385,False,26.618083953857422,0.8109500000000001,309,False,False,1-1,2025-12-10 22:23:55.781107
192,616.0,692,380,False,48.661827087402344,0.809955,417,False,False,1-1,2025-12-10 22:23:58.593453
193,595.0,697,355,False,61.12277603149414,0.80896,909,False,False,1-1,2025-12-10 22:24:04.270520
194,225.0,290,391,False,40.814796447753906,0.807965,187,False,False,1-1,2025-12-10 22:24:05.469913
195,1168.0,1420,206,False,61.20716094970703,0.80697,3898,False,False,1-1,2025-12-10 22:24:30.209284
196,599.0,675,380,False,63.10948181152344,0.805975,409,False,False,1-1,2025-12-10 22:24:32.859955
197,187.0,253,390,False,59.38684844970703,0.80498,201,False,False,1-1,2025-12-10 22:24:34.128715
198,589.0,893,150,False,51.25257873535156,0.803985,5013,False,False,1-1,2025-12-10 22:25:06.617645
199,644.0,722,377,False,73.06513214111328,0.80299,469,False,False,1-1,2025-12-10 22:25:09.609315
200,540.0,722,273,False,56.85796356201172,0.801995,2552,True,True,1-1,2025-12-10 22:25:26.249093
201,516.0,781,192,False,60.57658386230469,0.8009999999999999,4165,False,False,1-1,2025-12-10 22:25:53.455343
202,770.0,898,327,False,31.21410369873047,0.800005,1465,False,False,1-1,2025-12-10 22:26:02.980313
203,208.0,274,390,False,23.122806549072266,0.79901,217,False,False,1-1,2025-12-10 22:26:04.346613
204,693.0,869,281,False,120.23915100097656,0.7980149999999999,2393,False,False,1-1,2025-12-10 22:26:19.538525
205,224.0,290,391,False,27.7132568359375,0.7970200000000001,189,False,False,1-1,2025-12-10 22:26:20.720016
206,1342.0,1597,200,False,39.21810531616211,0.796025,3999,False,False,1-1,2025-12-10 22:26:46.280737
207,246.0,310,393,False,47.63438415527344,0.79503,149,False,False,1-1,2025-12-10 22:26:47.236365
208,629.0,722,362,False,128.7344970703125,0.794035,768,True,True,1-1,2025-12-10 22:26:52.062598
209,246.0,310,394,False,99.76070404052734,0.79304,131,False,False,1-1,2025-12-10 22:26:52.874227
210,495.0,722,228,False,123.7990493774414,0.792045,3440,True,True,1-1,2025-12-10 22:27:14.699117
211,649.0,722,382,False,40.55400848388672,0.79105,367,False,False,1-1,2025-12-10 22:27:17.127682
212,955.0,1119,290,False,59.202720642089844,0.790055,2215,False,False,1-1,2025-12-10 22:27:30.892537
213,623.0,701,380,False,41.056785583496094,0.78906,409,False,False,1-1,2025-12-10 22:27:33.444131
214,652.0,816,293,False,26.052030563354492,0.788065,2149,False,False,1-1,2025-12-10 22:27:46.705691
215,909.0,1139,227,False,67.14778137207031,0.7870699999999999,3472,False,False,1-1,2025-12-10 22:28:08.290227
216,1304.0,1414,345,False,23.864948272705078,0.786075,1113,False,False,1-1,2025-12-10 22:28:15.100976
217,774.0,897,331,False,61.14582824707031,0.78508,1383,False,False,1-1,2025-12-10 22:28:23.627359
218,214.0,279,392,False,118.8480453491211,0.784085,177,False,False,1-1,2025-12-10 22:28:24.720642
219,417.0,722,150,False,101.79066467285156,0.7830900000000001,5000,True,True,1-1,2025-12-10 22:28:56.904019
220,1280.0,1433,305,False,42.5366325378418,0.782095,1916,False,False,1-1,2025-12-10 22:29:09.710602
221,988.0,1120,323,False,95.62948608398438,0.7811,1546,False,False,1-1,2025-12-10 22:29:19.691602
222,1251.0,1442,267,False,64.17912292480469,0.780105,2666,False,False,1-1,2025-12-10 22:29:37.064515
223,1095.0,1244,309,False,37.725868225097656,0.77911,1835,False,False,1-1,2025-12-10 22:29:48.875897
224,207.0,274,390,False,53.45008850097656,0.778115,209,False,False,1-1,2025-12-10 22:29:50.204321
225,230.0,295,393,False,160.0932159423828,0.77712,151,False,False,1-1,2025-12-10 22:29:51.167726
226,637.0,720,372,False,80.95091247558594,0.776125,561,False,False,1-1,2025-12-10 22:29:55.154086
227,244.0,308,392,False,58.547279357910156,0.77513,167,False,False,1-1,2025-12-10 22:29:56.223359
228,618.0,697,378,False,46.81298828125,0.774135,447,False,False,1-1,2025-12-10 22:29:59.226878
229,620.0,695,383,False,90.1959228515625,0.7731399999999999,355,False,False,1-1,2025-12-10 22:30:01.661887
230,1332.0,1424,366,False,71.29153442382812,0.772145,687,False,False,1-1,2025-12-10 22:30:06.165978
231,624.0,695,386,False,60.418251037597656,0.77115,293,False,False,1-1,2025-12-10 22:30:08.123482
232,1270.0,1409,318,False,70.55891418457031,0.7701549999999999,1650,False,False,1-1,2025-12-10 22:30:19.057244
233,1271.0,1423,305,False,203.0493621826172,0.76916,1909,False,False,1-1,2025-12-10 22:30:31.686556
234,629.0,714,370,False,110.0682373046875,0.768165,599,False,False,1-1,2025-12-10 22:30:35.597577
235,228.0,292,392,False,137.31150817871094,0.76717,167,False,False,1-1,2025-12-10 22:30:36.639867
236,618.0,722,351,False,158.85105895996094,0.766175,992,True,True,1-1,2025-12-10 22:30:42.994881
237,972.0,1141,288,False,91.23532104492188,0.76518,2255,False,False,1-1,2025-12-10 22:30:57.618104
